


         _+=+_
      .-`  .  `-.          8888888b.  8888888b.   .d88888b.   .d8888b.
   _+`     "     `+_       888   Y88b 888   Y88b d88P" "Y88b d88P  Y88b
  \\\sssssssssssss///      888    888 888    888 888     888 Y88b.
     .ss\  *  /ss.         888   d88P 888   d88P 888     888  "Y888b.
 .+bm  .s  *  s.  md+.     8888888P"  8888888P"  888     888     "Y88b.
.hMMMMs .  *  . sMMMMh.    888        888 T88b   888     888       "888
 `\hMMMb \ | / dMMMh:      888        888  T88b  Y88b. .d88P Y88b  d88P
   -SNMNo  -  oNMNs-       888        888   T88b  "Y88888P"   "Y8888P"
     `+dMh\./dMd/
        `:yNy:`                      Powered by PROS for VEX V5
           "                Copyright (c) Purdue University ACM SIGBots
Version:        3.6.0     Platform:  V1.1.1 (b25)     Uptime:    0.000 s
Compiled:   May 26 2022 12:09:46     Directory:  ome/aj/vexcode/aj-code


time (ms), velocity (RPM), voltage (mV), current(mA), power (W), temperature (deg C), torque (Nm)
2963527434240002048.000000, 108.800000, 9080, 1313, 6.004547, 40.000000, 0.527114
3006477107200002048.000000, 107.866667, 9055, 1330, 6.039087, 40.000000, 0.534733
3049426780160002048.000000, 112.333333, 9160, 1319, 6.225353, 40.000000, 0.529308
3092376453120002048.000000, 115.466667, 9117, 1299, 6.295509, 40.000000, 0.520748
3135326126080002048.000000, 110.800000, 9092, 1305, 6.073314, 40.000000, 0.523527
3178275799040002048.000000, 109.333333, 9067, 1313, 6.034810, 40.000000, 0.527187
3221225472000002048.000000, 110.466667, 9080, 1301, 6.035461, 40.000000, 0.521834
3264175144960002048.000000, 115.200000, 9178, 1286, 6.207878, 40.000000, 0.514688
-987842478079997056.000000, 112.866667, 9104, 1284, 6.076614, 40.000000, 0.514220
-944892805119997056.000000, 108.466667, 9074, 1296, 5.901584, 40.000000, 0.519668
-901943132159997056.000000, 110.133333, 9067, 1302, 6.023158, 40.000000, 0.522347
-858993459199997056.000000, 115.866667, 9098, 1288, 6.259887, 40.000000, 0.516014
-816043786239997056.000000, 115.266667, 9184, 1286, 6.211067, 40.000000, 0.514655
-773094113279997056.000000, 111.666667, 9197, 1290, 6.036813, 40.000000, 0.516342
-730144440319997056.000000, 110.400000, 9197, 1287, 5.953078, 40.000000, 0.515022
-687194767359997056.000000, 112.133333, 9178, 1280, 6.011627, 40.000000, 0.512048
-644245094399997056.000000, 117.200000, 9191, 1283, 6.298567, 40.000000, 0.513295
-601295421439997056.000000, 113.600000, 9117, 1286, 6.125701, 40.000000, 0.515028
-558345748479996992.000000, 110.800000, 9092, 1284, 5.966123, 40.000000, 0.514287
-515396075519996992.000000, 114.466667, 9104, 1276, 6.120570, 40.000000, 0.510700
-472446402559996992.000000, 116.133333, 9111, 1260, 6.123613, 40.000000, 0.503621
-429496729599996992.000000, 112.200000, 9092, 1248, 5.855429, 40.000000, 0.498447
-386547056639996992.000000, 111.200000, 9098, 1248, 5.802853, 40.000000, 0.498414
-343597383679996992.000000, 115.466667, 9098, 1245, 6.009546, 40.000000, 0.497094
-300647710719996992.000000, 114.400000, 9092, 1242, 5.938621, 40.000000, 0.495807
-257698037759996992.000000, 114.200000, 9098, 1251, 5.975187, 40.000000, 0.499734
-214748364799996992.000000, 114.200000, 9111, 1248, 5.958538, 40.000000, 0.498341
-171798691839996992.000000, 116.866667, 9123, 1230, 5.999948, 40.000000, 0.490354
-128849018879996992.000000, 116.466667, 9111, 1221, 5.931939, 40.000000, 0.486461
-85899345919996992.000000, 113.866667, 9104, 1222, 5.805225, 40.000000, 0.486940
-42949672959997000.000000, 111.600000, 9086, 1219, 5.675413, 40.000000, 0.485721
3000.000000, 116.866667, 9117, 1217, 5.930368, 40.000000, 0.484668
42949672960003000.000000, 114.866667, 9104, 1220, 5.845625, 40.000000, 0.486060
85899345920003008.000000, 112.866667, 9098, 1231, 5.801434, 40.000000, 0.490934
128849018880003008.000000, 117.000000, 9117, 1228, 5.996423, 40.000000, 0.489508
171798691840003008.000000, 118.133333, 9129, 1215, 5.982933, 40.000000, 0.483721
214748364800003008.000000, 113.933333, 9104, 1212, 5.756137, 40.000000, 0.482540
257698037760003008.000000, 112.466667, 9098, 1226, 5.754968, 40.000000, 0.488734
300647710720003008.000000, 113.466667, 9104, 1224, 5.795287, 40.000000, 0.487820
343597383680003008.000000, 117.733333, 9123, 1215, 5.963087, 40.000000, 0.483754
386547056640003008.000000, 115.333333, 9123, 1215, 5.841529, 40.000000, 0.483754
429496729600003008.000000, 111.800000, 9184, 1228, 5.725544, 40.000000, 0.489135
472446402560003008.000000, 117.800000, 9221, 1230, 6.041129, 40.000000, 0.489808
515396075520003008.000000, 119.666667, 9147, 1211, 6.037281, 40.000000, 0.481861
558345748480003008.000000, 114.066667, 9123, 1206, 5.730080, 40.000000, 0.479794
601295421440002944.000000, 112.333333, 9092, 1223, 5.733013, 40.000000, 0.487447
644245094400002944.000000, 120.333333, 9111, 1220, 6.123335, 40.000000, 0.486021
687194767360002944.000000, 119.866667, 9135, 1195, 5.959858, 40.000000, 0.474888
730144440320002944.000000, 114.800000, 9129, 1197, 5.718919, 40.000000, 0.475801
773094113280002944.000000, 113.600000, 9111, 1209, 5.723133, 40.000000, 0.481181
816043786240002944.000000, 118.133333, 9111, 1204, 5.924310, 40.000000, 0.478981
858993459200002944.000000, 121.533333, 9141, 1188, 6.003109, 40.000000, 0.471774
901943132160002944.000000, 115.333333, 9123, 1188, 5.698073, 40.000000, 0.471874
944892805120002944.000000, 114.333333, 9104, 1200, 5.713141, 40.000000, 0.477260
987842478080002944.000000, 119.066667, 9129, 1193, 5.909528, 40.000000, 0.474041
1030792151040002944.000000, 121.000000, 9141, 1175, 5.904300, 40.000000, 0.466054
1073741824000002944.000000, 116.400000, 9123, 1176, 5.686424, 40.000000, 0.466594
1116691496960002944.000000, 115.066667, 9104, 1193, 5.712679, 40.000000, 0.474180
1159641169920003072.000000, 118.000000, 9123, 1186, 5.818948, 40.000000, 0.470994
1202590842880003072.000000, 119.000000, 9129, 1177, 5.818506, 40.000000, 0.467001
1245540515840003072.000000, 116.533333, 9129, 1186, 5.746214, 40.000000, 0.470961
1288490188800003072.000000, 116.533333, 9129, 1190, 5.767688, 40.000000, 0.472721
1331439861760003072.000000, 119.733333, 9129, 1182, 5.881942, 40.000000, 0.469201
1374389534720003072.000000, 119.000000, 9123, 1176, 5.813441, 40.000000, 0.466594
1417339207680003072.000000, 115.866667, 9123, 1181, 5.687058, 40.000000, 0.468794
1460288880640003072.000000, 118.133333, 9129, 1180, 5.792457, 40.000000, 0.468321
1503238553600003072.000000, 121.733333, 9147, 1169, 5.906010, 40.000000, 0.463381
1546188226560003072.000000, 116.066667, 9111, 1168, 5.628177, 40.000000, 0.463141
1589137899520003072.000000, 116.800000, 9129, 1173, 5.689414, 40.000000, 0.465241
1632087572480003072.000000, 119.933333, 9147, 1160, 5.768955, 40.000000, 0.459421
1675037245440003072.000000, 119.866667, 9135, 1150, 5.711368, 40.000000, 0.455088
1717986918400003072.000000, 116.466667, 9123, 1157, 5.587739, 40.000000, 0.458234
1760936591360003072.000000, 116.133333, 9123, 1165, 5.614547, 40.000000, 0.461754
1803886264320003072.000000, 120.533333, 9141, 1156, 5.776027, 40.000000, 0.457694
1846835937280003072.000000, 119.400000, 9147, 1153, 5.704797, 40.000000, 0.456341
1889785610240003072.000000, 116.800000, 9129, 1161, 5.624845, 40.000000, 0.459961
1932735283200003072.000000, 118.466667, 9129, 1162, 5.710566, 40.000000, 0.460401
1975684956160003072.000000, 121.266667, 9147, 1150, 5.777225, 40.000000, 0.455021
2018634629120003072.000000, 121.666667, 9141, 1139, 5.735053, 40.000000, 0.450214
2061584302080003072.000000, 118.066667, 9135, 1143, 5.587528, 40.000000, 0.452008
2104533975040003072.000000, 119.866667, 9147, 1142, 5.666352, 40.000000, 0.451501
2147483648000003072.000000, 120.733333, 9147, 1126, 5.618330, 40.000000, 0.444461
2190433320960003072.000000, 121.133333, 9147, 1125, 5.631364, 40.000000, 0.444021
2233382993920003072.000000, 116.600000, 9141, 1131, 5.453251, 40.000000, 0.446694
2276332666880003072.000000, 117.666667, 9129, 1137, 5.536486, 40.000000, 0.449401
2319282339840003072.000000, 123.800000, 9147, 1130, 5.783851, 40.000000, 0.446221
2362232012800003072.000000, 117.266667, 9141, 1134, 5.500637, 40.000000, 0.448014
2405181685760003072.000000, 116.933333, 9141, 1141, 5.522710, 40.000000, 0.451094
2448131358720003072.000000, 122.600000, 9154, 1136, 5.761174, 40.000000, 0.448822
2491081031680003072.000000, 120.800000, 9154, 1128, 5.632069, 40.000000, 0.445302
2534030704640003072.000000, 117.866667, 9135, 1130, 5.507475, 40.000000, 0.446288
2576980377600003072.000000, 115.666667, 9123, 1145, 5.485415, 40.000000, 0.452954
2619930050560003072.000000, 120.066667, 9129, 1148, 5.710255, 40.000000, 0.454241
2662879723520003072.000000, 124.133333, 9147, 1144, 5.879484, 40.000000, 0.452381
2705829396480003072.000000, 122.666667, 9154, 1141, 5.792562, 40.000000, 0.451022
2748779069440003072.000000, 117.000000, 9147, 1135, 5.493109, 40.000000, 0.448421
2791728742400003072.000000, 120.533333, 9141, 1132, 5.642762, 40.000000, 0.447134
2834678415360003072.000000, 122.200000, 9135, 1122, 5.664919, 40.000000, 0.442768
2877628088320003072.000000, 117.200000, 9135, 1124, 5.443929, 40.000000, 0.443648
2920577761280003072.000000, 119.000000, 9141, 1135, 5.587425, 40.000000, 0.448454
2963527434240003072.000000, 120.666667, 9154, 1141, 5.698118, 40.000000, 0.451022
3006477107200003072.000000, 122.333333, 9147, 1137, 5.754778, 40.000000, 0.449301
3049426780160003072.000000, 123.533333, 9160, 1126, 5.747691, 40.000000, 0.444388
3092376453120003072.000000, 120.600000, 9147, 1119, 5.573235, 40.000000, 0.441381
3135326126080003072.000000, 119.066667, 9147, 1115, 5.480435, 40.000000, 0.439621
3178275799040003072.000000, 119.200000, 9147, 1118, 5.503046, 40.000000, 0.440941
3221225472000003072.000000, 119.066667, 9141, 1121, 5.513763, 40.000000, 0.442294
3264175144960003072.000000, 124.400000, 9160, 1120, 5.753630, 40.000000, 0.441748
-987842478079996032.000000, 122.666667, 9154, 1121, 5.679542, 40.000000, 0.442222
-944892805119996032.000000, 117.133333, 9154, 1119, 5.412553, 40.000000, 0.441342
-901943132159996032.000000, 118.866667, 9135, 1117, 5.483014, 40.000000, 0.440568
-858993459199996032.000000, 122.866667, 9147, 1112, 5.638362, 40.000000, 0.438301
-816043786239996032.000000, 120.466667, 9154, 1115, 5.544383, 40.000000, 0.439582
-773094113279996032.000000, 118.066667, 9141, 1130, 5.516406, 40.000000, 0.446254
-730144440319996032.000000, 121.800000, 9154, 1128, 5.678692, 40.000000, 0.445302
-687194767359996032.000000, 125.333333, 9166, 1119, 5.790585, 40.000000, 0.441275
-644245094399996032.000000, 121.733333, 9160, 1109, 5.568606, 40.000000, 0.436908
-601295421439996032.000000, 116.400000, 9129, 1116, 5.364278, 40.000000, 0.440161
-558345748479996032.000000, 124.400000, 9160, 1114, 5.719245, 40.000000, 0.439108
-515396075519996032.000000, 125.133333, 9172, 1101, 5.677143, 40.000000, 0.433321
-472446402559996032.000000, 117.866667, 9147, 1106, 5.376332, 40.000000, 0.435661
-429496729599996032.000000, 120.266667, 9160, 1117, 5.545837, 40.000000, 0.440428
-386547056639996032.000000, 123.400000, 9160, 1112, 5.661900, 40.000000, 0.438228
-343597383679996032.000000, 124.800000, 9160, 1096, 5.634147, 40.000000, 0.431188
-300647710719996032.000000, 119.000000, 9135, 1105, 5.423379, 40.000000, 0.435288
-257698037759996000.000000, 116.666667, 9135, 1116, 5.376159, 40.000000, 0.440128
-214748364799996000.000000, 124.600000, 9160, 1110, 5.705479, 40.000000, 0.437348
-171798691839996000.000000, 124.800000, 9160, 1105, 5.685891, 40.000000, 0.435148
-128849018879996000.000000, 122.466667, 9160, 1101, 5.557017, 40.000000, 0.433388
-85899345919996000.000000, 124.066667, 9154, 1098, 5.612906, 40.000000, 0.432102
-42949672959996000.000000, 123.333333, 9166, 1085, 5.505003, 40.000000, 0.426315
4000.000000, 118.466667, 9141, 1085, 5.289507, 40.000000, 0.426454
42949672960004000.000000, 121.666667, 9154, 1095, 5.487513, 40.000000, 0.430782
85899345920004000.000000, 122.800000, 9160, 1097, 5.549514, 40.000000, 0.431628
128849018880004000.000000, 125.600000, 9166, 1099, 5.687182, 40.000000, 0.432475
171798691840004000.000000, 123.933333, 9160, 1098, 5.606440, 40.000000, 0.432068
214748364800004000.000000, 119.466667, 9147, 1100, 5.416292, 40.000000, 0.433021
257698037760004000.000000, 124.533333, 9154, 1091, 5.593860, 40.000000, 0.429022
300647710720003968.000000, 119.666667, 9154, 1094, 5.391794, 40.000000, 0.430342
343597383680003968.000000, 119.400000, 9154, 1101, 5.418283, 40.000000, 0.433422
386547056640003968.000000, 125.400000, 9160, 1106, 5.719004, 40.000000, 0.435588
429496729600003968.000000, 121.333333, 9147, 1106, 5.534460, 40.000000, 0.435661
472446402560003968.000000, 122.000000, 9160, 1105, 5.558323, 40.000000, 0.435148
515396075520003968.000000, 122.666667, 9160, 1106, 5.594347, 40.000000, 0.435588
558345748480003968.000000, 126.200000, 9172, 1091, 5.667398, 40.000000, 0.428921
601295421440003968.000000, 120.933333, 9160, 1086, 5.403874, 40.000000, 0.426788
644245094400003968.000000, 119.333333, 9141, 1096, 5.388675, 40.000000, 0.431294
687194767360003968.000000, 121.400000, 9147, 1096, 5.481574, 40.000000, 0.431261
730144440320003968.000000, 125.533333, 9166, 1094, 5.655248, 40.000000, 0.430275
773094113280003968.000000, 122.400000, 9160, 1096, 5.525798, 40.000000, 0.431188
816043786240003968.000000, 118.933333, 9141, 1108, 5.436361, 40.000000, 0.436574
858993459200003968.000000, 126.533333, 9172, 1098, 5.723172, 40.000000, 0.432001
901943132160003968.000000, 122.600000, 9092, 1081, 5.454973, 40.000000, 0.424967
944892805120003968.000000, 121.133333, 9147, 1083, 5.396988, 40.000000, 0.425541
987842478080003968.000000, 121.733333, 9160, 1085, 5.434013, 40.000000, 0.426348
1030792151040003968.000000, 126.533333, 9166, 1076, 5.595374, 40.000000, 0.422355
1073741824000003968.000000, 125.333333, 9178, 1067, 5.489467, 40.000000, 0.418328
1116691496960003968.000000, 118.666667, 9141, 1080, 5.271103, 40.000000, 0.424254
1159641169920004096.000000, 120.000000, 9147, 1090, 5.385191, 40.000000, 0.428621
1202590842880004096.000000, 125.933333, 9154, 1087, 5.633540, 40.000000, 0.427262
1245540515840004096.000000, 123.666667, 9166, 1090, 5.548367, 40.000000, 0.428515
1288490188800004096.000000, 118.533333, 9166, 1093, 5.334439, 40.000000, 0.429835
1331439861760004096.000000, 123.466667, 9160, 1098, 5.585329, 40.000000, 0.432068
1374389534720004096.000000, 126.533333, 9166, 1086, 5.653665, 40.000000, 0.426755
1417339207680004096.000000, 123.733333, 9166, 1083, 5.511457, 40.000000, 0.425435
1460288880640004096.000000, 121.733333, 9166, 1083, 5.422371, 40.000000, 0.425435
1503238553600004096.000000, 122.866667, 9154, 1085, 5.485034, 40.000000, 0.426382
1546188226560004096.000000, 128.400000, 9172, 1079, 5.695215, 40.000000, 0.423641
1589137899520004096.000000, 123.466667, 9172, 1072, 5.436580, 40.000000, 0.420561
1632087572480004096.000000, 116.933333, 9160, 1077, 5.176653, 40.000000, 0.422828
1675037245440004096.000000, 127.933333, 9172, 1077, 5.662728, 40.000000, 0.422761
1717986918400004096.000000, 122.333333, 9080, 1073, 5.398879, 40.000000, 0.421514
1760936591360004096.000000, 122.533333, 9141, 1071, 5.392055, 40.000000, 0.420294
1803886264320004096.000000, 123.533333, 9160, 1077, 5.468835, 40.000000, 0.422828
1846835937280004096.000000, 125.400000, 9166, 1074, 5.533703, 40.000000, 0.421475
1889785610240004096.000000, 126.466667, 9160, 1068, 5.546260, 40.000000, 0.418868
1932735283200004096.000000, 121.533333, 9160, 1072, 5.352301, 40.000000, 0.420628
1975684956160004096.000000, 124.933333, 9178, 1070, 5.489213, 40.000000, 0.419648
2018634629120004096.000000, 127.733333, 9172, 1068, 5.600916, 40.000000, 0.418801
2061584302080004096.000000, 123.133333, 9172, 1067, 5.393540, 40.000000, 0.418361
2104533975040004096.000000, 120.800000, 9154, 1071, 5.314863, 40.000000, 0.420222
2147483648000004096.000000, 126.000000, 9178, 1069, 5.530275, 40.000000, 0.419208
2190433320960004096.000000, 122.533333, 9160, 1068, 5.373762, 40.000000, 0.418868
2233382993920004096.000000, 122.133333, 9154, 1077, 5.407285, 40.000000, 0.422862
2276332666880004096.000000, 125.600000, 9178, 1077, 5.559008, 40.000000, 0.422728
2319282339840004096.000000, 124.800000, 9160, 1071, 5.490415, 40.000000, 0.420188
2362232012800004096.000000, 125.133333, 9178, 1067, 5.480707, 40.000000, 0.418328
2405181685760004096.000000, 120.133333, 9147, 1073, 5.297091, 40.000000, 0.421141
2448131358720004096.000000, 123.266667, 9172, 1067, 5.399380, 40.000000, 0.418361
2491081031680004096.000000, 124.000000, 9166, 1064, 5.414799, 40.000000, 0.417075
2534030704640004096.000000, 120.333333, 9147, 1079, 5.339171, 40.000000, 0.423781
2576980377600004096.000000, 122.933333, 9166, 1085, 5.487149, 40.000000, 0.426315
2619930050560004096.000000, 129.266667, 9191, 1075, 5.708402, 40.000000, 0.421775
2662879723520004096.000000, 124.800000, 9111, 1054, 5.396246, 40.000000, 0.412981
2705829396480004096.000000, 121.866667, 9147, 1055, 5.272465, 40.000000, 0.413221
2748779069440004096.000000, 124.066667, 9166, 1052, 5.349124, 40.000000, 0.411795
2791728742400004096.000000, 122.533333, 9166, 1040, 5.215276, 40.000000, 0.406515
2834678415360004096.000000, 122.066667, 9147, 1053, 5.269871, 40.000000, 0.412341
2877628088320004096.000000, 121.800000, 9154, 1074, 5.375694, 40.000000, 0.421542
2920577761280004096.000000, 128.533333, 9184, 1078, 5.694307, 40.000000, 0.423135
2963527434240004096.000000, 127.866667, 9129, 1056, 5.539284, 40.000000, 0.413761
3006477107200004096.000000, 121.933333, 9154, 1053, 5.263617, 40.000000, 0.412302
3049426780160004096.000000, 123.933333, 9160, 1051, 5.338100, 40.000000, 0.411388
3092376453120004096.000000, 125.066667, 9178, 1042, 5.333748, 40.000000, 0.407328
3135326126080004096.000000, 125.733333, 9172, 1040, 5.351035, 40.000000, 0.406481
3178275799040004096.000000, 122.400000, 9172, 1052, 5.276837, 40.000000, 0.411761
3221225472000004096.000000, 125.333333, 9172, 1064, 5.472584, 40.000000, 0.417041
3264175144960004096.000000, 125.200000, 9178, 1053, 5.402879, 40.000000, 0.412168
-987842478079995008.000000, 121.333333, 9092, 1055, 5.253285, 40.000000, 0.413527
-944892805119995008.000000, 122.533333, 9141, 1060, 5.329961, 40.000000, 0.415454
-901943132159995008.000000, 124.200000, 9166, 1063, 5.417811, 40.000000, 0.416635
-858993459199995008.000000, 126.800000, 9172, 1059, 5.507418, 40.000000, 0.414841
-816043786239995008.000000, 123.400000, 9184, 1058, 5.353194, 40.000000, 0.414335
-773094113279995008.000000, 122.266667, 9129, 1058, 5.307953, 40.000000, 0.414641
-730144440319995008.000000, 126.866667, 9147, 1045, 5.430341, 40.000000, 0.408821
-687194767359995008.000000, 124.400000, 9166, 1042, 5.306187, 40.000000, 0.407395
-644245094399995008.000000, 124.400000, 9172, 1045, 5.322944, 40.000000, 0.408681
-601295421439995008.000000, 123.666667, 9178, 1040, 5.262647, 40.000000, 0.406448
-558345748479995008.000000, 126.733333, 9172, 1043, 5.411108, 40.000000, 0.407801
-515396075519995008.000000, 126.133333, 9184, 1049, 5.419471, 40.000000, 0.410375
-472446402559995008.000000, 123.000000, 9172, 1052, 5.302704, 40.000000, 0.411761
-429496729599995008.000000, 124.866667, 9172, 1044, 5.337160, 40.000000, 0.408241
-386547056639995008.000000, 125.733333, 9160, 1051, 5.415630, 40.000000, 0.411388
-343597383679995008.000000, 122.000000, 9160, 1058, 5.294169, 40.000000, 0.414468
-300647710719995008.000000, 122.533333, 9172, 1061, 5.333389, 40.000000, 0.415721
-257698037759995008.000000, 129.466667, 9191, 1052, 5.580056, 40.000000, 0.411655
-214748364799995008.000000, 127.266667, 9154, 1038, 5.405902, 40.000000, 0.405702
-171798691839995008.000000, 123.400000, 9141, 1034, 5.219855, 40.000000, 0.404014
-128849018879995008.000000, 126.200000, 9172, 1024, 5.277875, 40.000000, 0.399441
-85899345919995008.000000, 126.000000, 9172, 1023, 5.263706, 40.000000, 0.399001
-42949672959995000.000000, 123.466667, 9172, 1028, 5.186314, 40.000000, 0.401201
5000.000000, 120.333333, 9172, 1043, 5.137849, 40.000000, 0.407801
42949672960005000.000000, 129.200000, 9141, 1046, 5.536620, 40.000000, 0.409294
85899345920004992.000000, 127.200000, 9104, 1033, 5.377482, 40.000000, 0.403780
128849018880004992.000000, 122.200000, 9123, 1036, 5.181637, 40.000000, 0.404994
171798691840004992.000000, 123.800000, 9172, 1035, 5.240239, 40.000000, 0.404281
214748364800004992.000000, 127.333333, 9172, 1034, 5.383933, 40.000000, 0.403841
257698037760004992.000000, 125.466667, 9178, 1035, 5.310347, 40.000000, 0.404248
300647710720004992.000000, 121.600000, 9166, 1056, 5.265182, 40.000000, 0.413555
343597383680004992.000000, 125.866667, 9166, 1060, 5.473118, 40.000000, 0.415315
386547056640004992.000000, 129.066667, 9147, 1045, 5.524509, 40.000000, 0.408821
429496729600004992.000000, 125.200000, 9141, 1037, 5.313299, 40.000000, 0.405334
472446402560004992.000000, 119.200000, 9166, 1037, 5.056929, 40.000000, 0.405195
515396075520004992.000000, 128.066667, 9172, 1037, 5.432639, 40.000000, 0.405161
558345748480004992.000000, 127.400000, 9178, 1029, 5.356960, 40.000000, 0.401608
601295421440004992.000000, 122.066667, 9166, 1040, 5.195414, 40.000000, 0.406515
644245094400004992.000000, 125.133333, 9172, 1053, 5.400440, 40.000000, 0.412201
687194767360004992.000000, 124.400000, 9147, 1051, 5.359144, 40.000000, 0.411461
730144440320004992.000000, 126.866667, 9184, 1045, 5.427602, 40.000000, 0.408615
773094113280004992.000000, 121.066667, 9184, 1040, 5.151580, 40.000000, 0.406415
816043786240004992.000000, 127.133333, 9178, 1037, 5.392601, 40.000000, 0.405128
858993459200004992.000000, 128.666667, 9141, 1021, 5.365580, 40.000000, 0.398294
901943132160004992.000000, 123.266667, 9123, 1022, 5.147366, 40.000000, 0.398834
944892805120004992.000000, 124.800000, 9166, 1022, 5.208263, 40.000000, 0.398595
987842478080004992.000000, 126.733333, 9160, 1027, 5.318582, 40.000000, 0.400828
1030792151040004992.000000, 124.933333, 9172, 1029, 5.253678, 40.000000, 0.401641
1073741824000004992.000000, 122.800000, 9166, 1038, 5.215312, 40.000000, 0.405635
1116691496960004992.000000, 126.400000, 9123, 1042, 5.394667, 40.000000, 0.407634
1159641169920005120.000000, 127.600000, 9135, 1030, 5.374450, 40.000000, 0.402288
1202590842880005120.000000, 124.466667, 9160, 1038, 5.286531, 40.000000, 0.405668
1245540515840005120.000000, 123.666667, 9172, 1034, 5.228898, 40.000000, 0.403841
1288490188800005120.000000, 129.000000, 9178, 1028, 5.418295, 40.000000, 0.401168
1331439861760005120.000000, 125.533333, 9129, 1019, 5.224228, 40.000000, 0.397481
1374389534720005120.000000, 121.400000, 9123, 1033, 5.130937, 40.000000, 0.403674
1417339207680005120.000000, 130.200000, 9178, 1027, 5.462699, 40.000000, 0.400728
1460288880640005120.000000, 128.800000, 9147, 1009, 5.299486, 40.000000, 0.392981
1503238553600005120.000000, 123.066667, 9117, 1012, 5.082751, 40.000000, 0.394468
1546188226560005120.000000, 122.666667, 9160, 1023, 5.125314, 40.000000, 0.399068
1589137899520005120.000000, 128.733333, 9166, 1027, 5.402065, 40.000000, 0.400795
1632087572480005120.000000, 128.000000, 9135, 1015, 5.302847, 40.000000, 0.395688
1675037245440005120.000000, 122.200000, 9123, 1028, 5.136601, 40.000000, 0.401474
1717986918400005120.000000, 124.266667, 9166, 1037, 5.271876, 40.000000, 0.405195
1760936591360005120.000000, 131.333333, 9178, 1021, 5.473948, 40.000000, 0.398088
1803886264320005120.000000, 126.200000, 9166, 1017, 5.237620, 40.000000, 0.396395
1846835937280005120.000000, 122.666667, 9178, 1019, 5.101421, 40.000000, 0.397208
1889785610240005120.000000, 129.066667, 9184, 1023, 5.390914, 40.000000, 0.398935
1932735283200005120.000000, 128.733333, 9135, 1009, 5.297645, 40.000000, 0.393048
1975684956160005120.000000, 123.000000, 9135, 1013, 5.084372, 40.000000, 0.394808
2018634629120005120.000000, 125.533333, 9166, 1016, 5.204169, 40.000000, 0.395955
2061584302080005120.000000, 127.000000, 9172, 1019, 5.282079, 40.000000, 0.397241
2104533975040005120.000000, 125.666667, 9160, 1018, 5.221715, 40.000000, 0.396868
2147483648000005120.000000, 122.200000, 9166, 1026, 5.122276, 40.000000, 0.400355
2190433320960005120.000000, 127.933333, 9172, 1030, 5.385727, 40.000000, 0.402081
2233382993920005120.000000, 128.733333, 9184, 1020, 5.359199, 40.000000, 0.397615
2276332666880005120.000000, 121.866667, 9166, 1027, 5.113918, 40.000000, 0.400795
2319282339840005120.000000, 122.866667, 9172, 1030, 5.172431, 40.000000, 0.402081
2362232012800005120.000000, 126.866667, 9147, 1037, 5.383585, 40.000000, 0.405301
2405181685760005120.000000, 128.066667, 9166, 1038, 5.438987, 40.000000, 0.405635
2448131358720005120.000000, 125.400000, 9191, 1039, 5.329681, 40.000000, 0.405935
2491081031680005120.000000, 129.866667, 9203, 1027, 5.446819, 40.000000, 0.400589
2534030704640005120.000000, 125.600000, 9184, 1016, 5.205613, 40.000000, 0.395855
2576980377600005120.000000, 122.333333, 9154, 1019, 5.089272, 40.000000, 0.397342
2619930050560005120.000000, 121.600000, 9160, 1019, 5.058338, 40.000000, 0.397308
2662879723520005120.000000, 126.733333, 9172, 1028, 5.323533, 40.000000, 0.401201
2705829396480005120.000000, 129.733333, 9178, 1034, 5.484956, 40.000000, 0.403808
2748779069440005120.000000, 123.666667, 9172, 1045, 5.291566, 40.000000, 0.408681
2791728742400005120.000000, 128.266667, 9154, 1029, 5.395198, 40.000000, 0.401742
2834678415360005120.000000, 127.400000, 9098, 1010, 5.251395, 40.000000, 0.393694
2877628088320005120.000000, 123.666667, 9135, 1005, 5.066353, 40.000000, 0.391288
2920577761280005120.000000, 122.733333, 9166, 1007, 5.037204, 40.000000, 0.391995
2963527434240005120.000000, 127.666667, 9166, 1007, 5.239677, 40.000000, 0.391995
3006477107200005120.000000, 131.266667, 9191, 1000, 5.343183, 40.000000, 0.388775
3049426780160005120.000000, 122.666667, 9166, 1019, 5.102280, 40.000000, 0.397275
3092376453120005120.000000, 123.933333, 9178, 1022, 5.171227, 40.000000, 0.398528
3135326126080005120.000000, 127.400000, 9172, 1020, 5.304585, 40.000000, 0.397681
3178275799040005120.000000, 126.533333, 9166, 1020, 5.268942, 40.000000, 0.397715
3221225472000005120.000000, 122.200000, 9160, 1034, 5.167740, 40.000000, 0.403908
3264175144960005120.000000, 128.733333, 9178, 1036, 5.454538, 40.000000, 0.404688
-987842478079993984.000000, 127.066667, 9178, 1023, 5.307822, 40.000000, 0.398968
-944892805119993984.000000, 127.200000, 9184, 1021, 5.301226, 40.000000, 0.398055
-901943132159993984.000000, 122.066667, 9172, 1020, 5.082519, 40.000000, 0.397681
-858993459199993984.000000, 128.400000, 9172, 1022, 5.358052, 40.000000, 0.398561
-816043786239993984.000000, 130.533333, 9178, 1012, 5.386484, 40.000000, 0.394128
-773094113279993984.000000, 123.133333, 9178, 1020, 5.126501, 40.000000, 0.397648
-730144440319993984.000000, 129.000000, 9184, 1025, 5.400015, 40.000000, 0.399815
